Sentence,Title,SourceTextType
if youve just tuned in there is a big solar flare happening right now in the sun and maybe we can recap it,NprPlanesPowerGridsNews,newsArticle
david you want to take a shot at it,NprPlanesPowerGridsNews,newsArticle
or doug,NprPlanesPowerGridsNews,newsArticle
who would like to tell us whats going on there nowhathaway doug is probably better at that,NprPlanesPowerGridsNews,newsArticle
hes on top of itflatow ok doug whatbiesecker sureflatow bring us up to datebiesecker right,NprPlanesPowerGridsNews,newsArticle
well i was on top of it until i walked into the studio but what we had on a scale of one to five we measure space weather and the solar flare we had last sunday we measured at two on our solar flare scale or an r the flare we just had is even larger at the r level,NprPlanesPowerGridsNews,newsArticle
within minutes of that solar flare erupting we started to see radiation particles at very high energies that are starting to hit the earth,NprPlanesPowerGridsNews,newsArticle
they  the space weather prediction center in our role of course put out a warning as soon as the flare began and in fact put out warnings for the radiation storm before the particles even began to arriveflatow and that happened todaybiesecker so thats happening right now,NprPlanesPowerGridsNews,newsArticle
so the flare itself is probably practically overhathaway yeahbiesecker the radiation storm will continue,NprPlanesPowerGridsNews,newsArticle
its hard for me to estimate without having seen the data recently how long that will continue,NprPlanesPowerGridsNews,newsArticle
but what that would cause you know potential impacts to that  when the radiation levels reach sufficient levels those same particles that david talked about coming down and hitting the polar regions causing the aurora that also causes the high frequency communications outages in the polar regions,NprPlanesPowerGridsNews,newsArticle
and so any airplane flying over there loses their highfrequency radiothe problem there is they cant see those satellite  communication satellites sitting over the equator so in fact they have absolutely no way to communicate if theyre in the polar regions during one of these storms which is why its important that they get the information as quickly as possible because if they have to divert one of those routes its not very cost effectiveflatow david you want to add anythinghathaway no,NprPlanesPowerGridsNews,newsArticle
its just  i wanted to mention i am in my office so i can see the data and the xrays are well on their way going down but the energetic particles protons in particular are rising rapidlyflatow reaching us on earthhathaway yes,NprPlanesPowerGridsNews,newsArticle
yeah,NprPlanesPowerGridsNews,newsArticle
yeah,NprPlanesPowerGridsNews,newsArticle
these are being measured as we speak atbiesecker righthathaway satellites and geosynchronous orbitflatow and how many  how many watchdog satellites do we have out therebiesecker well for  well noaa those same weather satellites that are taking pictures of the hurricanesflatow rightbiesecker we have space weather sensors on those,NprPlanesPowerGridsNews,newsArticle
and in fact the flare and the radiation storm are being measured with instruments on those same weather satellites,NprPlanesPowerGridsNews,newsArticle
but we do leverage assets from nasa for example the coronal mass ejection thats associated with this flare we know its headed nowhere towards earth because weve got images of the solar atmosphere from that  from a nasa satellite that show us that thats whats happening,NprPlanesPowerGridsNews,newsArticle
and we also use those data to help forecast when those coronal mass ejections will hit the earthflatow well be watching over the next hours and people will i guess listen to science friday will know about it because this word is coming out happened within oh just a little bit over an hour ago,NprPlanesPowerGridsNews,newsArticle
and thank you gentlemen for taking time to alert ushathaway thank you ira for having us onflatow youre welcome,NprPlanesPowerGridsNews,newsArticle
david hathaway is solar astronomer at nasas marshall space flight center in huntsville alabama,NprPlanesPowerGridsNews,newsArticle
and doug thank you,NprPlanesPowerGridsNews,newsArticle
doug biesecker is physicist at noaas space weather prediction center in boulder coloradobiesecker thank youflatow youre welcome,NprPlanesPowerGridsNews,newsArticle
copyright npr,NprPlanesPowerGridsNews,newsArticle
all rights reserved,NprPlanesPowerGridsNews,newsArticle
visit our website terms of use and permissions pages at wwwnprorg for further information,NprPlanesPowerGridsNews,newsArticle
npr transcripts are created on a rush deadline by an npr contractor,NprPlanesPowerGridsNews,newsArticle
this text may not be in its final form and may be updated or revised in the future,NprPlanesPowerGridsNews,newsArticle
accuracy and availability may vary,NprPlanesPowerGridsNews,newsArticle
the authoritative record of nprs programming is the audio record,NprPlanesPowerGridsNews,newsArticle
this photo provided by nasa taken by the solar dynamics observatory shows a solar flare the bright flash in the center of the image on oct  ,NprSolarStormNews,newsArticle
solar dynamics observatorynasaap hide caption toggle caption solar dynamics observatorynasaap cape canaveral fla a severe solar storm is headed to earth that could stress power grids even more as the us deals with major backtoback hurricanes space weather forecasters said wednesday,NprSolarStormNews,newsArticle
the national oceanic and atmospheric administration issued a severe geomagnetic storm watch for thursday into friday after an outburst from the sun was detected earlier this week,NprSolarStormNews,newsArticle
such a storm could temporarily disrupt power and radio signals,NprSolarStormNews,newsArticle
noaa has notified operators of power plants and orbiting spacecraft to take precautions,NprSolarStormNews,newsArticle
it also alerted the federal emergency management agency about possible power disruptions as the organization copes with the devastating aftermath of hurricane helene and gears up for hurricane milton barreling across the gulf of mexico toward florida,NprSolarStormNews,newsArticle
sponsor message forecasters do not expect the latest solar storm to surpass the one that slammed earth in may the strongest in more than two decades,NprSolarStormNews,newsArticle
but they wont know for sure until its just million miles ,NprSolarStormNews,newsArticle
million kilometers away where spacecraft can measure it,NprSolarStormNews,newsArticle
space the huge solar storm is keeping power grid and satellite operators on edge florida is far enough south to avoid any power disruptions from the solar surge unless it gets a lot bigger said scientist rob steenburgh of noaas space weather prediction center,NprSolarStormNews,newsArticle
that adds a little bit more to the comfort level steenburgh said,NprSolarStormNews,newsArticle
why were here is to let them know so that they can prepare,NprSolarStormNews,newsArticle
experts are more concerned about potential effects to the power grids in areas slammed by hurricane helene two weeks ago said noaa space weather forecaster shawn dahl,NprSolarStormNews,newsArticle
the storm also may trigger northern lights as far south in the us as the lower midwest and northern california though exact locations and times are uncertain according to noaa,NprSolarStormNews,newsArticle
skygazers are reminded to point their smartphones upward for photos the devices often can capture auroras that human eyes cannot,NprSolarStormNews,newsArticle
mays solar storm produced dazzling auroras across the northern hemisphere and resulted in no major disruptions,NprSolarStormNews,newsArticle
the sun is near the peak of its current year cycle sparking all the recent solar activity,NprSolarStormNews,newsArticle
a huge solar flare the largest since  has been spotted erupting from the suns surfacesolar flares are made up of electromagnetic radiation that travel from the sun at the speed of light and can reach earth in about eight minutesthey can disrupt some radio communications and satellites but most of us are unlikely to see those effectsthere is also a chance that northern latitudes could see the northern lights this weekend as two geomagnetic storms are predicted to hit earthsolar flares do not cause the northern lights,BbcNorthernLightsNews,newsArticle
they are caused by a phenomenon called coronal mass ejections cmes that erupt from an active sun spotcombined with flares they can create solar storms that interact with earths magnetic field or magnetospherethe cmes spew out plasma and magnetic field and up to billions of tons of material that can hit earth,BbcNorthernLightsNews,newsArticle
as our magnetosphere repels the storm it creates the aurorathere is the potential for a coronal mass ejection to arrive at earth late on friday or early on saturday which could lead to visible aurora for scotland northern ireland and parts of northern england said met office space weather manager krista hammonda second cme is likely to hit earth on saturday and sunday associated with the solar flare which is rated xthat means enhanced auroral visibility is possible further south across central england and similar latitudes though cloud and rain could hamper viewing potential for some says krista hammondin the us aurora might be seen in the northern states and from the midwest to oregon according to noaas space weather prediction centrethe x solar flare emitted is the largest categorised by nasa,BbcNorthernLightsNews,newsArticle
the smallest is b followed by c m and x the scale ranks from to  so x is the most powerful in nasas rankingthe sun is approaching something called solar maximum which is when it is most active in an year cycleas the sun continues in this active phase earth is more likely to be hit by strong geomagnetic storms meaning there is higher chance of seeing the aurora borealis for the next few monthsbut scientists only know if solar maximum has happened six months after the event because they use six months of data analysing the intensity and frequency of sun spotscurrent predictions suggest we could reach solar maximum at the end of or early bbc weather presenter simon king says the uk weather does not look good for people hoping to spot the aurora this weekendit would just be the far northeast of scotland getting the odd break in the cloud for a short time he saysif activity turns out to be a bit stronger the best of the clear skies on friday night will be more towards central and south englandhe says clouds may hamper viewings on saturday night despite the evening starting with a lot of clear skiescopyright bbc,BbcNorthernLightsNews,newsArticle
all rights reserved,BbcNorthernLightsNews,newsArticle
the bbc is not responsible for the content of external sites,BbcNorthernLightsNews,newsArticle
read about our approach to external linking,BbcNorthernLightsNews,newsArticle
after years of relative somnolence the sun is beginning to stir,AstronomyEnsembleForecastingNews,newsArticle
by the time its fully awake in about months the team at nasas goddard space flight center in greenbelt maryland who are charged with researching and tracking solar activity will have at their disposal a greatly enhanced forecasting capability,AstronomyEnsembleForecastingNews,newsArticle
goddards space weather laboratory recently received support under nasas space technology program gamechanging program to implement ensemble forecasting a computer technique already used by meteorologists to track potential paths and impacts of hurricanes and other severe weather events,AstronomyEnsembleForecastingNews,newsArticle
instead of analyzing one set of solarstorm conditions as is the case now goddard forecasters will be able to simultaneously produce as many as computerized forecasts by calculating multiple possible conditions or in the parlance of heliophysicists parameters,AstronomyEnsembleForecastingNews,newsArticle
just as important they will be able to do this quickly and use the information to provide alerts of space weather storms that could potentially be harmful to astronauts and nasa spacecraft,AstronomyEnsembleForecastingNews,newsArticle
space weather alerts are available now but we want to make them better said michael hesse from goddards space weather laboratory,AstronomyEnsembleForecastingNews,newsArticle
ensemble forecasting will provide a distribution of arrival times which will improve the reliability of forecasts,AstronomyEnsembleForecastingNews,newsArticle
this is important,AstronomyEnsembleForecastingNews,newsArticle
society is relying more so than ever on space,AstronomyEnsembleForecastingNews,newsArticle
communications navigation electricalpower generation all are all susceptible to space weather,AstronomyEnsembleForecastingNews,newsArticle
once its implemented there will be nothing like this in the world,AstronomyEnsembleForecastingNews,newsArticle
no one has done ensemble forecasting for space weather,AstronomyEnsembleForecastingNews,newsArticle
the stateoftheart capability which hesses group is implementing now and expects to complete within three years couldnt come too soon either,AstronomyEnsembleForecastingNews,newsArticle
sun growing restlesssince the sun reached its solar minimum in the period when the number of sunspots is lowest it has begun to awaken from its slumber,AstronomyEnsembleForecastingNews,newsArticle
on august  the sun unleashed a near xclass solar flare that erupted near an earthfacing sunspot,AstronomyEnsembleForecastingNews,newsArticle
although flares dont always produce coronal mass ejections cmes gigantic bubbles of charged particles that can carry up to billion tons of matter and accelerate to several million miles per hour as they erupt from the suns atmosphere and stream through interplanetary space this one did,AstronomyEnsembleForecastingNews,newsArticle
the cme overtook two previous cmes all occurring within hours and combined into a triple threat,AstronomyEnsembleForecastingNews,newsArticle
luckily for people on earth the cmes produced only a moderate geomagnetic storm when solar particles streamed down the field lines toward earths poles and collided with atoms of nitrogen and oxygen in the atmosphere,AstronomyEnsembleForecastingNews,newsArticle
even so it was the strongest storm in many years said antti pulkkinen one of the laboratorys chief forecasters,AstronomyEnsembleForecastingNews,newsArticle
however the repercussions could be far worse in the future,AstronomyEnsembleForecastingNews,newsArticle
as part of its year cycle the sun is entering solar maximum the period of greatest activity,AstronomyEnsembleForecastingNews,newsArticle
it is expected to peak in ,AstronomyEnsembleForecastingNews,newsArticle
during this time more powerful cmes often associated with m and xclass flare events become more numerous and can affect any planet or spacecraft in its path,AstronomyEnsembleForecastingNews,newsArticle
in the past solar storms have disrupted power grids on earth and damaged instrumentation on satellites,AstronomyEnsembleForecastingNews,newsArticle
they also can be harmful to astronauts if they are not warned to take protective cover,AstronomyEnsembleForecastingNews,newsArticle
no one knows exactly what the sun will do pulkkinen said,AstronomyEnsembleForecastingNews,newsArticle
we cant even tell in a week let alone a year or two what the sun will do,AstronomyEnsembleForecastingNews,newsArticle
all we know is that the sun will be more active,AstronomyEnsembleForecastingNews,newsArticle
given the expected uptick in activity hesse pulkkinen and yihua zheng another chief forecaster were anxious to enhance their forecasting acumen,AstronomyEnsembleForecastingNews,newsArticle
they partnered with the space radiation analysis group at nasas johnson space center in houston texas which is responsible for ensuring that astronauts exposure to deadly radiation remains below established safety levels and won nasa funding to develop the integrated advanced alertwarning systems for solar proton events,AstronomyEnsembleForecastingNews,newsArticle
weaknesses in current systemensemble forecasting holds the key to an enhanced alert systemhesse said,AstronomyEnsembleForecastingNews,newsArticle
we agreed that this was the way to go,AstronomyEnsembleForecastingNews,newsArticle
currently the laboratory is running one cme model calculating one set of parameters at a time,AstronomyEnsembleForecastingNews,newsArticle
the parameters are derived from near realtime data gathered by nasas solar dynamics observatory the solar terrestrial relations observatory and the solar and heliospheric observatory among others,AstronomyEnsembleForecastingNews,newsArticle
but since all of these are scientific research missions we have no guarantee of a continuous realtime data stream zheng said,AstronomyEnsembleForecastingNews,newsArticle
furthermore imperfections exist in the data,AstronomyEnsembleForecastingNews,newsArticle
these imperfections grow over time leading to forecasts that dont agree with the evolution of actual conditions,AstronomyEnsembleForecastingNews,newsArticle
for nasa the air force and other organizations that use goddards forecasts to decide whether steps are needed to protect space assets and astronauts uncertainty is as unwelcome as the storm itself,AstronomyEnsembleForecastingNews,newsArticle
ensemble forecasting however overcomes the weaknesses by allowing forecasters to tweak the conditions,AstronomyEnsembleForecastingNews,newsArticle
generating different parameters is easy just varying a little bit of all parameters involved in characterizing a cme such as its speed propagation direction and angular extent zheng said,AstronomyEnsembleForecastingNews,newsArticle
in essence the multiple forecasts provide information on the different ways the cme can evolve over the next few hours,AstronomyEnsembleForecastingNews,newsArticle
well be able to characterize the uncertainties in our forecasts which is almost as important as the forecast itselfpulkkinen said,AstronomyEnsembleForecastingNews,newsArticle
the team has already installed new computer systems to run the varying calculations and hopes to develop the ability to generate more specialized forecasts,AstronomyEnsembleForecastingNews,newsArticle
we recognize there is a huge gap in our current capability pulkkinen said,AstronomyEnsembleForecastingNews,newsArticle
we certainly dont want to miss the solar maximum with this capability,AstronomyEnsembleForecastingNews,newsArticle
were really pushing the envelope to have it done,AstronomyEnsembleForecastingNews,newsArticle
when we do well be the first in the world to have it,AstronomyEnsembleForecastingNews,newsArticle
when this forecasting technique is verified and validated by nasas space weather laboratory the capability will be made available to noaas space weather prediction center which is responsible for issuing national space weather alerts,AstronomyEnsembleForecastingNews,newsArticle
nasas goal to understand and track space weather activity will enable a greatly enhanced forecasting capability for us interests,AstronomyEnsembleForecastingNews,newsArticle
on feb   spacex launched satellites as part of elon musks starlink internet project most of which burned up in the atmosphere days later,AstronomySolarStormsNews,newsArticle
the cause of this more than us million failure was a geomagnetic storm caused by the sun,AstronomySolarStormsNews,newsArticle
geomagnetic storms occur when space weather hits and interacts with the earth,AstronomySolarStormsNews,newsArticle
space weather is caused by fluctuations within the sun that blast electrons protons and other particles into space,AstronomySolarStormsNews,newsArticle
i study the hazards space weather poses to spacebased assets and how scientists can improve the models and prediction of space weather to protect against these hazards,AstronomySolarStormsNews,newsArticle
when space weather reaches earth it triggers many complicated processes that can cause a lot of trouble for anything in orbit,AstronomySolarStormsNews,newsArticle
and engineers like me are working to better understand these risks and defend satellites against them,AstronomySolarStormsNews,newsArticle
the sun occasionally blasts huge amounts of particles into space during active events like solar flares and coronal mass ejections,AstronomySolarStormsNews,newsArticle
what causes space weather,AstronomySolarStormsNews,newsArticle
the sun is always releasing a steady amount of charged particles into space,AstronomySolarStormsNews,newsArticle
this is called the solar wind,AstronomySolarStormsNews,newsArticle
solar wind also carries with it the solar magnetic field,AstronomySolarStormsNews,newsArticle
sometimes localized fluctuations on the sun will hurl unusually strong bursts of particles in a particular direction,AstronomySolarStormsNews,newsArticle
if earth happens to be in the path of the enhanced solar wind generated by one of these events and gets hit you get a geomagnetic storm,AstronomySolarStormsNews,newsArticle
the two most common causes of geomagnetic storms are coronal mass ejections explosions of plasma from the surface of the sun and solar wind that escapes through coronal holes spots of low density in the suns outer atmosphere,AstronomySolarStormsNews,newsArticle
the speed at which the ejected plasma or solar wind arrives at earth is an important factor the faster the speed the stronger the geomagnetic storm,AstronomySolarStormsNews,newsArticle
normally solar wind travels at roughly  mph ,AstronomySolarStormsNews,newsArticle
million kph,AstronomySolarStormsNews,newsArticle
but strong solar events can release winds up to five times as fast,AstronomySolarStormsNews,newsArticle
the strongest geomagnetic storm on record was caused by a coronal mass ejection in september ,AstronomySolarStormsNews,newsArticle
when the mass of particles hit earth they caused electrical surges in telegraph lines that shocked operators and in some extreme cases actually set telegraph instruments on fire,AstronomySolarStormsNews,newsArticle
research suggests that if a geomagnetic storm of this magnitude hit earth today it would cause roughly trillion in damagea magnetic shield emissions from the sun including the solar wind would be incredibly dangerous to any life form unlucky enough to be directly exposed to them,AstronomySolarStormsNews,newsArticle
thankfully earths magnetic field does a lot to protect humanity,AstronomySolarStormsNews,newsArticle
the first thing solar wind hits as it approaches earth is the magnetosphere,AstronomySolarStormsNews,newsArticle
this region surrounding the earths atmosphere is filled with plasma made of electrons and ions,AstronomySolarStormsNews,newsArticle
its dominated by the planets strong magnetic field,AstronomySolarStormsNews,newsArticle
when solar wind hits the magnetosphere it transfers mass energy and momentum into this layer,AstronomySolarStormsNews,newsArticle
the magnetosphere can absorb most of the energy from the everyday level of solar wind,AstronomySolarStormsNews,newsArticle
but during strong storms it can get overloaded and transfer excess energy to the upper layers of earths atmosphere near the poles,AstronomySolarStormsNews,newsArticle
this redirection of energy to the poles is what results in fantastic aurora events but it also causes changes in the upper atmosphere that can harm space assetsdangers to whats in orbit there a few different ways geomagnetic storms threaten orbiting satellites that serve people on the ground daily,AstronomySolarStormsNews,newsArticle
when the atmosphere absorbs energy from magnetic storms it heats up and expands upward,AstronomySolarStormsNews,newsArticle
this expansion significantly increases the density of the thermosphere the layer of the atmosphere that extends from about miles  kilometers to roughly miles  km above the surface of the earth,AstronomySolarStormsNews,newsArticle
higher density means more drag which can be a problem for satellitesstarlink satellites are released in batches and were destroyed in early february because of a geomagnetic storm,AstronomySolarStormsNews,newsArticle
spacex via wikimediacommons this situation is exactly what led to the demise of the the spacex starlink satellites in february,AstronomySolarStormsNews,newsArticle
starlink satellites are dropped off by falcon rockets into a lowaltitude orbit typically somewhere between and miles  and km above the earths surface,AstronomySolarStormsNews,newsArticle
the satellites then use onboard engines to slowly overcome the force of drag and raise themselves to their final altitude of approximately miles  km,AstronomySolarStormsNews,newsArticle
the latest batch of starlink satellites encountered a geomagnetic storm while still in very lowearth orbit,AstronomySolarStormsNews,newsArticle
their engines could not overcome the significantly increased drag and the satellites began slowly falling toward earth and eventually burned up in the atmosphere,AstronomySolarStormsNews,newsArticle
drag is just one hazard that space weather poses to spacebased assets,AstronomySolarStormsNews,newsArticle
the significant increase in highenergy electrons within the magnetosphere during strong geomagnetic storms means more electrons will penetrate the shielding on a spacecraft and accumulate within its electronics,AstronomySolarStormsNews,newsArticle
this buildup of electrons can discharge in what is basically a small lightning strike and damage electronics,AstronomySolarStormsNews,newsArticle
penetrating radiation or charged particles in the magnetosphere even during mild geomagnetic storms can also alter the output signal from electronic devices,AstronomySolarStormsNews,newsArticle
this phenomenon can cause errors in any part of a spacecrafts electronics system and if the error occurs in something critical the entire satellite can fail,AstronomySolarStormsNews,newsArticle
small errors are common and usually fixable but total failures though rare do happen,AstronomySolarStormsNews,newsArticle
finally geomagnetic storms can disrupt the ability of satellites to communicate with earth using radio waves,AstronomySolarStormsNews,newsArticle
many communications technologies like gps for example rely on radio waves,AstronomySolarStormsNews,newsArticle
the atmosphere always distorts radio waves by some amount  so engineers correct for this distortion when building communication systems,AstronomySolarStormsNews,newsArticle
but during geomagnetic storms changes in the ionosphere the charged equivalent of the thermosphere that spans roughly the same altitude range will change how radio waves travel through it,AstronomySolarStormsNews,newsArticle
the calibrations in place for a quiet atmosphere become wrong during geomagnetic storms,AstronomySolarStormsNews,newsArticle
this for example makes it difficult to lock onto gps signals and can throw off the positioning by a few meters,AstronomySolarStormsNews,newsArticle
for many industries aviation maritime robotics transportation farming military and others gps positioning errors of a few meters are simply not tenable,AstronomySolarStormsNews,newsArticle
autonomous driving systems will require accurate positioning as well,AstronomySolarStormsNews,newsArticle
how to protect against space weather satellites are critically important for much of the modern world to function and protecting space assets from space weather is an important area of research,AstronomySolarStormsNews,newsArticle
some of the risks can be minimized by shielding electronics from radiation or developing materials that are more resistant to radiation,AstronomySolarStormsNews,newsArticle
but there is only so much shielding that can be done in the face of a powerful geomagnetic storm,AstronomySolarStormsNews,newsArticle
the ability to accurately forecast storms would make it possible to preemptively safeguard satellites and other assets to a certain extent by shutting down sensitive electronics or reorienting the satellites to be better protected,AstronomySolarStormsNews,newsArticle
but while the modeling and forecasting of geomagnetic storms has significantly improved over the past few years the projections are often wrong,AstronomySolarStormsNews,newsArticle
the national oceanic and atmospheric administration had warned that following a coronal mass ejection a geomagnetic storm was likely to occur the day before or the day of the february starlink launch,AstronomySolarStormsNews,newsArticle
the mission went ahead anyway,AstronomySolarStormsNews,newsArticle
the sun is like a child that often throws tantrums,AstronomySolarStormsNews,newsArticle
its essential for life to go on but its everchanging disposition make things challenging,AstronomySolarStormsNews,newsArticle
piyush mehta assistant professor of mechanical and aerospace engineering west virginia university this article is republished from the conversation under a creative commons license,AstronomySolarStormsNews,newsArticle
read the original article,AstronomySolarStormsNews,newsArticle
january  a nasafunded study describes how extreme solar eruptions could have severe consequences for communications power grids and other technology on earth,AstronomySevereSpaceWeatherNews,newsArticle
the national academy of sciences in washington conducted the study,AstronomySevereSpaceWeatherNews,newsArticle
the resulting report provides some of the first clear economic data that effectively quantifies todays risk of extreme conditions in space driven by magnetic activity on the sun and disturbances in the nearearth environment,AstronomySevereSpaceWeatherNews,newsArticle
instances of extreme space weather are rare and are categorized with other natural hazards that have a low frequency but high consequences,AstronomySevereSpaceWeatherNews,newsArticle
obviously the sun is earths life blood said richard fisher director of the heliophysics division at nasa headquarters in washington,AstronomySevereSpaceWeatherNews,newsArticle
to mitigate possible public safety issues it is vital that we better understand extreme space weather events caused by the suns activity,AstronomySevereSpaceWeatherNews,newsArticle
besides emitting a continuous stream of plasma called the solar wind the sun periodically releases billions of tons of matter called coronal mass ejections,AstronomySevereSpaceWeatherNews,newsArticle
these immense clouds of material when directed toward earth can cause large magnetic storms in the magnetosphere and upper atmosphere,AstronomySevereSpaceWeatherNews,newsArticle
such space weather can affect the performance and reliability of spaceborne and groundbased technological systems,AstronomySevereSpaceWeatherNews,newsArticle
space weather can produce solar storm electromagnetic fields that induce extreme currents in wires disrupting power lines causing widespread blackouts and affecting communication cables that support the internet,AstronomySevereSpaceWeatherNews,newsArticle
severe space weather also produces solar energetic particles and the dislocation of earths radiation belts that can damage satellites used for commercial communications global positioning and weather forecasting,AstronomySevereSpaceWeatherNews,newsArticle
space weather has caused problems with new technology since the invention of the telegraph in the th century,AstronomySevereSpaceWeatherNews,newsArticle
a catastrophic failure of commercial and government infrastructure in space and on the ground can be mitigated through raising public awareness improving vulnerable infrastructure and developing advanced forecasting capabilities,AstronomySevereSpaceWeatherNews,newsArticle
without preventive actions or plans the trend of increased dependency on modern spaceweather sensitive assets could make society more vulnerable in the future,AstronomySevereSpaceWeatherNews,newsArticle
nasa requested the study to assess the potential damage from significant space weather during the next years,AstronomySevereSpaceWeatherNews,newsArticle
national and international experts from industry government and academia participated in the study,AstronomySevereSpaceWeatherNews,newsArticle
the report documents the possibility of a space weather event that has societal effects and causes damage similar to natural disasters on earth,AstronomySevereSpaceWeatherNews,newsArticle
from a public policy perspective it is quite significant that we have begun the extremely challenging task of assessing spaceweather impacts in a quantitative way said daniel baker professor and director of the laboratory for atmospheric and space physics at the university of colorado in boulder,AstronomySevereSpaceWeatherNews,newsArticle
whether it is terrestrial catastrophes or extreme space weather incidents the results can be devastating to modern societies that depend in a myriad of ways on advanced technological systems said baker,AstronomySevereSpaceWeatherNews,newsArticle
we were delighted that nasa helped support bringing together dozens of world experts from industry and government to share their experiences and begin planning of improved public policy strategies,AstronomySevereSpaceWeatherNews,newsArticle
the sun is currently near the minimum of its year activity cycle,AstronomySevereSpaceWeatherNews,newsArticle
it is expected that solar storms will increase in frequency and intensity toward the next solar maximum expected to occur around ,AstronomySevereSpaceWeatherNews,newsArticle
buckle up an unusual amount of solar activity this week could disrupt some of the most important technologies society relies onon thursday the us government issued its first severe geomagnetic storm watch in nearly years advising the public of at least five earthdirected coronal mass ejections as well as sunspots covering an area times wider than the earth itself,CnnSolarStormGpsNews,newsArticle
a severe geomagnetic storm or g is the secondhighest grade in the us governments classification systemradiation from this activity began to hit the earths magnetic field on friday and will last through the weekend said the national oceanic and atmospheric administration noaa,CnnSolarStormGpsNews,newsArticle
on friday evening noaa upgraded the storm to g or extreme marking the first such event since october noaas warning of extreme space weather suggests the storm could trigger numerous effects for life on earth possibly affecting the power grid as well as satellite and high frequency radio communications,CnnSolarStormGpsNews,newsArticle
heres what that means for technology usersthe solar activity noaas talking about involves the release of energy from the sun that travels through space and eventually reaches earthwhen that radiation hits the magnetic sphere surrounding the planet it causes fluctuations in the ionosphere a layer of the upper atmospherethose changes can directly affect satellites and other spacecraft in orbit altering their orientation or potentially knocking out their electronicsmoreover the changes to the ionosphere can block or degrade radio transmissions trying to pass through the atmosphere to reach satellites,CnnSolarStormGpsNews,newsArticle
and they can also prevent radio transmissions from successfully bouncing off the ionosphere which some radio operators normally do to increase the range of their signalssince gps satellites depend on signals penetrating the ionosphere the geomagnetic disturbance scientists are expecting could affect that critical technology used by planes oceangoing vessels and in the agriculture and oil and gas industries,CnnSolarStormGpsNews,newsArticle
and it could affect shortwave radio transmissions used by ships and aircraft emergency management agencies the military and even ham radio operators all of whom rely on the high frequency radio airwaves that noaa says could be scattered by the stormgeomagnetic storms can impact infrastructure in nearearth orbit and on earths surface potentially disrupting communications the electric power grid navigation radio and satellite operations noaas space weather prediction center said in a release,CnnSolarStormGpsNews,newsArticle
swpc has notified the operators of these systems so they can take protective actionconsumer wireless networks rely on different radio frequencies than the high frequency band so it appears unlikely that the storm will directly affect cellular service,CnnSolarStormGpsNews,newsArticle
the gps features on your phone also typically use a mix of pure gps and cellular towerbased location tracking so even if gps signals are disrupted phone users may still be able to maintain a rough location fixso long as the underlying electrical infrastructure that supports wireless networks remains unaffected even an extreme space weather event should result in minimal direct impact to public safety line ofsight radio and commercial cellular services and no firstorder impact to consumer electronic devices according to researchers summarizing the findings of a study of extreme space weather conducted by noaa and the federal emergency management agencythe cybersecurity and infrastructure security agency outlined a similar report in a presentation on space weather finding that lineofsight radio transmissions are generally not affected by space weather except in specific situations,CnnSolarStormGpsNews,newsArticle
the presentation did note some risks for copper cables and telephone lines based on landin a slightly different scenario in february noaa noted two major solar flares,CnnSolarStormGpsNews,newsArticle
but despite widely reported cellular network outages around the same time the agency said it was highly unlikely that the flares played a role in those blackoutson friday noaa officials reiterated that the impact to cell phones this weekend should be slim to none unless there are broad disruptions to the power gridweve not seen any evidence in the past that a space weather storm could impact that now brent gordon chief of the space weather services branch for swpc told reporters on a conference call,CnnSolarStormGpsNews,newsArticle
if power is not available for those then yes certainly the secondary impacts from that would be greatsevere space weather can jeopardize power grids according to noaa whose alert this week said to expect possible widespread voltage control problems and that some protective systems may mistakenly trip out key assets from the power gridin  a space weather event led to a massive blackout in quebec canada for more than nine hours after geomagnetic fluctuations damaged transformers and other important equipmentin october an extreme geomagnetic storm stronger than the one predicted for this weekend led to power outages in sweden and damaged power transformers in south africa the swpc saidthe largest known geomagnetic storm in history known as the carrington event of  caused telegraph stations to spark and catch firea blackout of the electrical grid could have cascading effects for communications and other technologies including cellphones,CnnSolarStormGpsNews,newsArticle
cellular towers might lose power as could the data centers that host websites and their informationstill many wireless carriers providers already maintain backup power generators and mobile cellular towers that they can deploy in the event of a natural disaster or other major incident,CnnSolarStormGpsNews,newsArticle
redundancy and resiliency are watchwords of all critical infrastructure providers so even if the power grid did fail consumers might have to worry more about how to keep their phones charged rather than whether they could stay onlineas if to underscore that point the us governments advice to the public on how to prepare for a space weather event largely resembles the same steps youd take in response to an extended power outagefor example the government recommends keeping extra batteries or a handpowered charger available for small electronic devices,CnnSolarStormGpsNews,newsArticle
officials say you may want to disconnect electric appliances to protect them from power surges and limit your electricity usage during a solar weather event,CnnSolarStormGpsNews,newsArticle
you may also want to keep your cars gas tank at least halffull so that you do not need to visit a gas station which needs electricity to operate the pumpscnns ashley strickland contributed to this report,CnnSolarStormGpsNews,newsArticle
forecasters will soon be able to see realtime mapping of lightning activity on earth and keep a closer eye on solar storms unleashed by the sun thanks to a new weather satellitetogether nasa and the national oceanic and atmospheric administration launched goesu or the geostationary operational environmental satellite u mission on tuesdaythe weather satellite lifted off aboard a spacex falcon heavy rocket from kennedy space center in florida at  pm et,CnnSatelliteNews,newsArticle
the launch streamed live on nasas website,CnnSatelliteNews,newsArticle
