Date_Number,Begin_Date_Number,Begin_Time(UTC),Begin_Year,Begin_Month,Begin_Day,Begin_Time,Flare_Date_Number,Flare_Max(UTC),Flare_Month,Flare_Day,Flare_Time,Max_Date_Number,Max_Time(UTC),Max_Year,Max_Month,Max_Day,Max_Time,Flare_Level,>10MeV_Max(pfu),0000,0300,0600,0900,1200,1500,1800,2100,Kp_Sum,Kp_Class,Flare_Class,Proton_class
19891130,198911301410,1989 11/30 1410,1989,11,30,1410,198911301230.0,3B 11/30 1230,11.0,30.0,1230.0,198912011330.0,1989 12/01 1330,1989,12,1,1330.0,X2,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0
19900319,199003190705,1990 03/19 0705,1990,3,19,705,199003190700.0,2B 03/19 0700,3.0,19.0,700.0,199009192315.0,1990 09/19 2315,1990,9,19,2315.0,X1,946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0
19900329,199003290920,1990 03/29 0920,1990,3,29,920,199003280750.0,2N 03/28 0750,3.0,28.0,750.0,199003291005.0,1990 03/29 1005,1990,3,29,1005.0,M4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0
19900407,199004072220,1990 04/07 2220,1990,4,7,2220,199004031725.0,1N 04/03 1725,4.0,3.0,1725.0,199004081355.0,1990 04/08 1355,1990,4,8,1355.0,X1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0
19900411,199004112120,1990 04/11 2120,1990,4,11,2120,199004101214.0,1N 04/10 1214,4.0,10.0,1214.0,199004112120.0,1990 04/11 2120,1990,4,11,2120.0,M1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0
19900417,199004170400,1990 04/17 0400,1990,4,17,400,199004150300.0,2B 04/15 0300,4.0,15.0,300.0,199004170700.0,1990 04/17 0700,1990,4,17,700.0,X1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0
19900428,199004281005,1990 04/28 1005,1990,4,28,1005,199004280026.0,SF 04/28 0026,4.0,28.0,26.0,199004281735.0,1990 04/28 1735,1990,4,28,1735.0,C2,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0
19900521,199005212355,1990 05/21 2355,1990,5,21,2355,199005212218.0,2B 05/21 2218,5.0,21.0,2218.0,199005220750.0,1990 05/22 0750,1990,5,22,750.0,X5,409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0
19900524,199005242125,1990 05/24 2125,1990,5,24,2125,199005242050.0,1B 05/24 2050,5.0,24.0,2050.0,199005250115.0,1990 05/25 0115,1990,5,25,115.0,X9,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0
19900526,199005262110,1990 05/26 2110,1990,5,26,2110,199005262057.0,N/A 05/26 2057,5.0,26.0,2057.0,199005270120.0,1990 05/27 0120,1990,5,27,120.0,X1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0
19900528,199005280645,1990 05/28 0645,1990,5,28,645,199005280433.0,N/A 05/28 0433,5.0,28.0,433.0,199005290100.0,1990 05/29 0100,1990,5,29,100.0,C1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0
19900612,199006121140,1990 06/12 1140,1990,6,12,1140,199006120540.0,2B 06/12 0540,6.0,12.0,540.0,199006121700.0,1990 06/12 1700,1990,6,12,1700.0,M6,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0
19900726,199007261100,1990 07/26 1100,1990,7,26,1100,199007252333.0,2N 07/25 2333,7.0,25.0,2333.0,199007262315.0,1990 07/26 2315,1990,7,26,2315.0,M2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0
19900801,199008010020,1990 08/01 0020,1990,8,1,20,199007300736.0,2B 07/30 0736,7.0,30.0,736.0,199008012045.0,1990 08/01 2045,1990,8,1,2045.0,M4,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0
19910131,199101311130,1991 01/31 1130,1991,1,31,1130,199101310229.0,2B 01/31 0229,1.0,31.0,229.0,199101311620.0,1991 01/31 1620,1991,1,31,1620.0,X1,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0
19910225,199102251200,1991 02/25 1200,1991,2,25,1200,199102250818.0,2N 02/25 0818,2.0,25.0,818.0,199102251305.0,1991 02/25 1305,1991,2,25,1305.0,X1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0
19910323,199103230820,1991 03/23 0820,1991,3,23,820,199103222246.0,3B 03/22 2246,3.0,22.0,2246.0,199103240350.0,1991 03/24 0350,1991,3,24,350.0,X9,43500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4.0
19910329,199103292120,1991 03/29 2120,1991,3,29,2120,,,,,,199103300330.0,1991 03/30 0330,1991,3,30,330.0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0
19910403,199104030815,1991 04/03 0815,1991,4,3,815,199104022326.0,3B 04/02 2326,4.0,2.0,2326.0,199104041000.0,1991 04/04 1000,1991,4,4,1000.0,M6,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0
19910513,199105130300,1991 05/13 0300,1991,5,13,300,199105130142.0,N/A 05/13 0142,5.0,13.0,142.0,199105130905.0,1991 05/13 0905,1991,5,13,905.0,M8,358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0
19910531,199105311150,1991 05/31 1150,1991,5,31,1150,199105292344.0,2B 05/29 2344,5.0,29.0,2344.0,199106010500.0,1991 06/01 0500,1991,6,1,500.0,X1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0
19910604,199106040820,1991 06/04 0820,1991,6,4,820,199106040352.0,3B 06/04 0352,6.0,4.0,352.0,199106070400.0,1991 06/07 0400,1991,6,7,400.0,X12,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0
19910611,199106110250,1991 06/11 0250,1991,6,11,250,199106110209.0,3B 06/11 0209,6.0,11.0,209.0,199106111420.0,1991 06/11 1420,1991,6,11,1420.0,X12,3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,3.0
19910615,199106150835,1991 06/15 0835,1991,6,15,835,199106150821.0,3B 06/15 0821,6.0,15.0,821.0,199106151955.0,1991 06/15 1955,1991,6,15,1955.0,X12,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,3.0
19910630,199106300555,1991 06/30 0555,1991,6,30,555,199106280625.0,N/A 06/28 0625,6.0,28.0,625.0,199107021010.0,1991 07/02 1010,1991,7,2,1010.0,M6,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0
19910707,199107070455,1991 07/07 0455,1991,7,7,455,199107070222.0,2B 07/07 0222,7.0,7.0,222.0,199107081650.0,1991 07/08 1650,1991,7,8,1650.0,X1,2310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0
19910711,199107110035,1991 07/11 0035,1991,7,11,35,199107101227.0,2N 07/10 1227,7.0,10.0,1227.0,199107110450.0,1991 07/11 0450,1991,7,11,450.0,M3,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0
19910711,199107112255,1991 07/11 2255,1991,7,11,2255,199107111037.0,3B 07/11 1037,7.0,11.0,1037.0,199107120305.0,1991 07/12 0305,1991,7,12,305.0,M7,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0
19910826,199108261730,1991 08/26 1730,1991,8,26,1730,199108250113.0,2B 08/25 0113,8.0,25.0,113.0,199108271830.0,1991 08/27 1830,1991,8,27,1830.0,X2,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0
19911001,199110011700,1991 10/01 1700,1991,10,1,1700,199109291533.0,4B 09/29 1533,9.0,29.0,1533.0,199110011810.0,1991 10/01 1810,1991,10,1,1810.0,M7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0
19911028,199110281300,1991 10/28 1300,1991,10,28,1300,199110270547.0,3B 10/27 0547,10.0,27.0,547.0,199110281440.0,1991 10/28 1440,1991,10,28,1440.0,X6,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0
19911030,199110300745,1991 10/30 0745,1991,10,30,745,199110300632.0,3B 10/30 0632,10.0,30.0,632.0,199110300810.0,1991 10/30 0810,1991,10,30,810.0,X2,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0
19920207,199202070645,1992 02/07 0645,1992,2,7,645,199202061047.0,2B 02/06 1047,2.0,6.0,1047.0,199202071115.0,1992 02/07 1115,1992,2,7,1115.0,M4,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0
19920316,199203160830,1992 03/16 0830,1992,3,16,830,199203150153.0,3B 03/15 0153,3.0,15.0,153.0,199203160900.0,1992 03/16 0900,1992,3,16,900.0,M7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,
19920509,199205090940,1992 05/09 0940,1992,5,9,940,199205081545.0,4B 05/08 1545,5.0,8.0,1545.0,199205092100.0,1992 05/09 2100,1992,5,9,2100.0,M7,4650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,3.0
19920625,199206252045,1992 06/25 2045,1992,6,25,2045,199206252013.0,2B 06/25 2013,6.0,25.0,2013.0,199206260615.0,1992 06/26 0615,1992,6,26,615.0,X3,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0
19920628,199206280950,1992 06/28 0950,1992,6,28,950,199206281400.0,SF 06/28 1400,6.0,28.0,1400.0,199206290235.0,1992 06/29 0235,1992,6,29,235.0,X1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0
19920806,199208061145,1992 08/06 1145,1992,8,6,1145,199208030706.0,1N 08/03 0706,8.0,3.0,706.0,199208061210.0,1992 08/06 1210,1992,8,6,1210.0,M4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0
19921030,199210301920,1992 10/30 1920,1992,10,30,1920,199210301815.0,2B 10/30 1815,10.0,30.0,1815.0,199210310710.0,1992 10/31 0710,1992,10,31,710.0,X1,2680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0
19921102,199211020305,1992 11/02 0305,1992,11,2,305,199211020307.0,2B 11/02 0307,11.0,2.0,307.0,199211020910.0,1992 11/02 0910,1992,11,2,910.0,X9,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0
19930304,199303041455,1993 03/04 1455,1993,3,4,1455,199303041239.0,2N 03/04 1239,3.0,4.0,1239.0,199303041615.0,1993 03/04 1615,1993,3,4,1615.0,C8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0
19930312,199303122010,1993 03/12 2010,1993,3,12,2010,199303121815.0,3B 03/12 1815,3.0,12.0,1815.0,199303130155.0,1993 03/13 0155,1993,3,13,155.0,M7,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0
19940220,199402200305,1994 02/20 0305,1994,2,20,305,199402200141.0,3B 02/20 0141,2.0,20.0,141.0,199402210900.0,1994 02/21 0900,1994,2,21,900.0,M4,10200,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1.0,4.0
19941020,199410200030,1994 10/20 0030,1994,10,20,30,199410192127.0,1F 10/19 2127,10.0,19.0,2127.0,199410200340.0,1994 10/20 0340,1994,10,20,340.0,M3,35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1.0,1.0
19951020,199510200825,1995 10/20 0825,1995,10,20,825,199510200607.0,0F 10/20 0607,10.0,20.0,607.0,199510201210.0,1995 10/20 1210,1995,10,20,1210.0,M1,62,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1.0,1.0
19971104,199711040830,1997 11/04 0830,1997,11,4,830,199711040558.0,2B 11/04 0558,11.0,4.0,558.0,199711041300.0,1997 11/04 1300,1997,11,4,1300.0,X2,67,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,3.0,1.0
19971106,199711061305,1997 11/06 1305,1997,11,6,1305,199711061155.0,2B 11/06 1155,11.0,6.0,1155.0,199711070255.0,1997 11/07 0255,1997,11,7,255.0,X9,490,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,3.0,2.0
19980420,199804201405,1998 04/20 1405,1998,4,20,1405,199804201021.0,N/A 04/20 1021,4.0,20.0,1021.0,199804211145.0,1998 04/21 1145,1998,4,21,1145.0,M1,161,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0,1.0,2.0
19980502,199805021415,1998 05/02 1415,1998,5,2,1415,199805021342.0,3B 05/02 1342,5.0,2.0,1342.0,199805021655.0,1998 05/02 1655,1998,5,2,1655.0,X1,149,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,3,3.0,2.0
19980506,199805060840,1998 05/06 0840,1998,5,6,840,199805060809.0,1N 05/06 0809,5.0,6.0,809.0,199805060945.0,1998 05/06 0945,1998,5,6,945.0,X2,239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3.0,2.0
19980509,199805092055,1998 05/09 2055,1998,5,9,2055,199805090340.0,N/A 05/09 0340,5.0,9.0,340.0,199805100020.0,1998 05/10 0020,1998,5,10,20.0,M7,12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,2.0,1.0
19980824,199808242355,1998 08/24 2355,1998,8,24,2355,199808242213.0,3B 08/24 2213,8.0,24.0,2213.0,199808261055.0,1998 08/26 1055,1998,8,26,1055.0,X1,665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0,3.0,2.0
19980924,199809242355,1998 09/24 2355,1998,9,24,2355,199809230713.0,3B 09/23 0713,9.0,23.0,713.0,199809250130.0,1998 09/25 0130,1998,9,25,130.0,M6,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1,2.0,1.0
19980930,199809301520,1998 09/30 1520,1998,9,30,1520,199809301350.0,2N 09/30 1350,9.0,30.0,1350.0,199810010025.0,1998 10/01 0025,1998,10,1,25.0,M2,1160,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,1.0,3.0
19981114,199811140810,1998 11/14 0810,1998,11,14,810,199811140508.0,N/A 11/14 0508,11.0,14.0,508.0,199811141245.0,1998 11/14 1245,1998,11,14,1245.0,C1,314,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0.0,2.0
19990123,199901231000,1999 01/23 1000,1999,1,23,1000,199901202024.0,N/A 01/20 2024,1.0,20.0,2024.0,199901231135.0,1999 01/23 1135,1999,1,23,1135.0,M5,14,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,2.0,1.0
19990424,199904241820,1999 04/24 1820,1999,4,24,1820,,,,,,199904250055.0,1999 04/25 0055,1999,4,25,55.0,,31,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,,1.0
19990505,199905051820,1999 05/05 1820,1999,5,5,1820,199905030602.0,2N 05/03 0602,5.0,3.0,602.0,199905051955.0,1999 05/05 1955,1999,5,5,1955.0,M4,14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,1.0,1.0
19990602,199906020220,1999 06/02 0220,1999,6,2,220,,,,,,199906021010.0,1999 06/02 1010,1999,6,2,1010.0,,48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,,1.0
19990604,199906040925,1999 06/04 0925,1999,6,4,925,199906040703.0,2B 06/04 0703,6.0,4.0,703.0,199906041055.0,1999 06/04 1055,1999,6,4,1055.0,M3,64,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,1.0,1.0
20000218,200002181115,2000 02/18 1115,2000,2,18,1115,,,,,,200002181215.0,2000 02/18 1215,2000,2,18,1215.0,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0
20000404,200004042055,2000 04/04 2055,2000,4,4,2055,200004041541.0,2F 04/04 1541,4.0,4.0,1541.0,200004050930.0,2000 04/05 0930,2000,4,5,930.0,C9,55,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,0.0,1.0
20000607,200006071310,2000 06/07 1310,2000,6,7,1310,200006061525.0,3B 06/06 1525,6.0,6.0,1525.0,200006080940.0,2000 06/08 0940,2000,6,8,940.0,X2,84,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0,3.0,1.0
20000610,200006101805,2000 06/10 1805,2000,6,10,1805,200006101702.0,3B 06/10 1702,6.0,10.0,1702.0,200006102045.0,2000 06/10 2045,2000,6,10,2045.0,M5,46,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,2.0,1.0
20000714,200007141045,2000 07/14 1045,2000,7,14,1045,200007141024.0,3B 07/14 1024,7.0,14.0,1024.0,200007151230.0,2000 07/15 1230,2000,7,15,1230.0,X5,24000,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0,3.0,4.0
20000722,200007221320,2000 07/22 1320,2000,7,22,1320,200007221114.0,2N 07/22 1114,7.0,22.0,1114.0,200007221405.0,2000 07/22 1405,2000,7,22,1405.0,M3,17,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0,1.0,1.0
20000728,200007280520,2000 07/28 0520,2000,7,28,520,,,,,,200007280655.0,2000 07/28 0655,2000,7,28,655.0,,21,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,,1.0
20000811,200008111650,2000 08/11 1650,2000,8,11,1650,200008091647.0,SF 08/09 1647,8.0,9.0,1647.0,200008111655.0,2000 08/11 1655,2000,8,11,1655.0,C2,17,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0,0.0,1.0
20000912,200009121605,2000 09/12 1605,2000,9,12,1605,200009121213.0,2F 09/12 1213,9.0,12.0,1213.0,200009130340.0,2000 09/13 0340,2000,9,13,340.0,M1,321,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0,1.0,2.0
20001016,200010161110,2000 10/16 1110,2000,10,16,1110,200010161139.0,N/A 10/16 1139,10.0,16.0,1139.0,200010161840.0,2000 10/16 1840,2000,10,16,1840.0,M2,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0
20001026,200010260040,2000 10/26 0040,2000,10,26,40,200010251125.0,N/A 10/25 1125,10.0,25.0,1125.0,200010260340.0,2000 10/26 0340,2000,10,26,340.0,C4,15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,1.0
20001108,200011082350,2000 11/08 2350,2000,11,8,2350,200011082328.0,3F 11/08 2328,11.0,8.0,2328.0,200011091555.0,2000 11/09 1555,2000,11,9,1555.0,M7,14800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0,2.0,4.0
20001124,200011241600,2000 11/24 1600,2000,11,24,1600,200011241513.0,2B 11/24 1513,11.0,24.0,1513.0,200011242120.0,2000 11/24 2120,2000,11,24,2120.0,X2,93,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0,3.0,1.0
20001125,200011252340,2000 11/25 2340,2000,11,25,2340,200011250131.0,2N 11/25 0131,11.0,25.0,131.0,200011261715.0,2000 11/26 1715,2000,11,26,1715.0,M8,591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,2.0,2.0
20001126,200011261845,2000 11/26 1845,2000,11,26,1845,200011261648.0,2B 11/26 1648,11.0,26.0,1648.0,200011262030.0,2000 11/26 2030,2000,11,26,2030.0,X4,942,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1,3.0,2.0
20010418,200104180315,2001 04/18 0315,2001,4,18,315,200104180314.0,N/A 04/18 0314,4.0,18.0,314.0,200104181045.0,2001 04/18 1045,2001,4,18,1045.0,C2,32,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3,0.0,1.0
20010428,200104280430,2001 04/28 0430,2001,4,28,430,200104261312.0,2N 04/26 1312,4.0,26.0,1312.0,200104280500.0,2001 04/28 0500,2001,4,28,500.0,M7,57,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,2.0,1.0
20010615,200106151750,2001 06/15 1750,2001,6,15,1750,,,,,,200106160005.0,2001 06/16 0005,2001,6,16,5.0,,26,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0,,1.0
20010816,200108160135,2001 08/16 0135,2001,8,16,135,,,,,,200108160355.0,2001 08/16 0355,2001,8,16,355.0,,493,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,,2.0
20010924,200109240925,2001 09/24 0925,2001,9,24,925,200109241038.0,2B 09/24 1038,9.0,24.0,1038.0,200109252235.0,2001 09/25 2235,2001,9,25,2235.0,X2,12900,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,3.0,4.0
20011001,200110011245,2001 10/01 1245,2001,10,1,1245,200110010515.0,N/A 10/01 0515,10.0,1.0,515.0,200110020810.0,2001 10/02 0810,2001,10,2,810.0,M9,2360,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,1,2.0,3.0
20011019,200110192225,2001 10/19 2225,2001,10,19,2225,200110190105.0,2B 10/19 0105,10.0,19.0,105.0,200110192230.0,2001 10/19 2230,2001,10,19,2230.0,X1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0,3.0,1.0
20011022,200110221910,2001 10/22 1910,2001,10,22,1910,200110221508.0,2N 10/22 1508,10.0,22.0,1508.0,200110222130.0,2001 10/22 2130,2001,10,22,2130.0,M6,24,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,2,2.0,1.0
20011104,200111041705,2001 11/04 1705,2001,11,4,1705,200111041620.0,3B 11/04 1620,11.0,4.0,1620.0,200111060215.0,2001 11/06 0215,2001,11,6,215.0,X1,31700,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0,3.0,4.0
20011119,200111191050,2001 11/19 1050,2001,11,19,1050,200111170525.0,1N 11/17 0525,11.0,17.0,525.0,200111200010.0,2001 11/20 0010,2001,11,20,10.0,M2,34,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0,1.0,1.0
20011122,200111222320,2001 11/22 2320,2001,11,22,2320,200111222330.0,2N 11/22 2330,11.0,22.0,2330.0,200111240555.0,2001 11/24 0555,2001,11,24,555.0,M9,18900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,2.0,4.0
20011226,200112260605,2001 12/26 0605,2001,12,26,605,200112260540.0,1B 12/26 0540,12.0,26.0,540.0,200112261115.0,2001 12/26 1115,2001,12,26,1115.0,M7,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0
20011229,200112290510,2001 12/29 0510,2001,12,29,510,200112260540.0,1B 12/26 0540,12.0,26.0,540.0,200112290815.0,2001 12/29 0815,2001,12,29,815.0,M7,76,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,2.0,1.0
20011230,200112302135,2001 12/30 2135,2001,12,30,2135,200112282045.0,N/A 12/28 2045,12.0,28.0,2045.0,200112311620.0,2001 12/31 1620,2001,12,31,1620.0,X3,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0,3.0,2.0
20020110,200201102015,2002 01/10 2015,2002,1,10,2015,200201082025.0,N/A 01/08 2025,1.0,8.0,2025.0,200201110530.0,2002 01/11 0530,2002,1,11,530.0,C9,91,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,0.0,1.0
20020115,200201151110,2002 01/15 1110,2002,1,15,1110,200201140627.0,N/A 01/14 0627,1.0,14.0,627.0,200201152000.0,2002 01/15 2000,2002,1,15,2000.0,M4,15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,1.0,1.0
20020220,200202200730,2002 02/20 0730,2002,2,20,730,200202200612.0,1N 02/20 0612,2.0,20.0,612.0,200202200755.0,2002 02/20 0755,2002,2,20,755.0,M5,13,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,2.0,1.0
20020317,200203170820,2002 03/17 0820,2002,3,17,820,200203152312.0,1F 03/15 2312,3.0,15.0,2312.0,200203170850.0,2002 03/17 0850,2002,3,17,850.0,M2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0
20020318,200203181300,2002 03/18 1300,2002,3,18,1300,200203180231.0,SF 03/18 0231,3.0,18.0,231.0,200203190650.0,2002 03/19 0650,2002,3,19,650.0,M1,53,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0,1.0,1.0
20020320,200203201515,2002 03/20 1515,2002,3,20,1515,200203180231.0,SF 03/18 0231,3.0,18.0,231.0,200203201525.0,2002 03/20 1525,2002,3,20,1525.0,M1,19,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0,1.0,1.0
20020322,200203222020,2002 03/22 2020,2002,3,22,2020,200203221113.0,N/A 03/22 1113,3.0,22.0,1113.0,200203231320.0,2002 03/23 1320,2002,3,23,1320.0,M1,16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,1.0,1.0
20020417,200204171530,2002 04/17 1530,2002,4,17,1530,200204170824.0,2N 04/17 0824,4.0,17.0,824.0,200204171540.0,2002 04/17 1540,2002,4,17,1540.0,M2,24,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2,1.0,1.0
20020421,200204210225,2002 04/21 0225,2002,4,21,225,200204210151.0,1F 04/21 0151,4.0,21.0,151.0,200204212320.0,2002 04/21 2320,2002,4,21,2320.0,X1,2520,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,3.0,3.0
20020522,200205221755,2002 05/22 1755,2002,5,22,1755,200205220349.0,SF 05/22 0349,5.0,22.0,349.0,200205231055.0,2002 05/23 1055,2002,5,23,1055.0,C5,820,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0,0.0,2.0
20020707,200207071830,2002 07/07 1830,2002,7,7,1830,200207071143.0,N/A 07/07 1143,7.0,7.0,1143.0,200207071955.0,2002 07/07 1955,2002,7,7,1955.0,M1,22,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,1.0,1.0
20020716,200207161750,2002 07/16 1750,2002,7,16,1750,200207152008.0,3B 07/15 2008,7.0,15.0,2008.0,200207171600.0,2002 07/17 1600,2002,7,17,1600.0,X3,234,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,3.0,2.0
